video,width,height,question,answer,qid
91093,299,146,what hits the mini van,truck,FRAMEQA11971
26433,245,187,what is wearing a shirt is turning in place,dog,FRAMEQA31706
78171,331,185,what makes the sharp turn partially off the runway causing a small dusk cloud of dirt,car,FRAMEQA10027
78624,280,156,what is playing with the man s hand at a window,kitten,FRAMEQA37099
90498,500,249,what is the color of the hair,white,FRAMEQA52735
64077,260,146,how many men are talking and then lean backwards in agony,three,FRAMEQA24641
27142,245,184,what is the monkey laying down and smelling,vegetables,FRAMEQA48128
98994,500,206,what is the man driving too fast,car,FRAMEQA29200
55270,500,282,how many men are eating sandwiches and talking as they sit outside,two,FRAMEQA42656
37306,245,178,what is this next to a tree in the snow,fox,FRAMEQA17384
34584,348,261,how many cats are fighting with each other on the couch,two,FRAMEQA46964
92816,500,237,what is swimming through the ocean,fish,FRAMEQA2821
13097,245,245,what is the color of the hat,red,FRAMEQA10076
42635,500,332,what is the young and handsome guy doing,effects,FRAMEQA41835
41710,320,214,how many men perform in the hairmetal band,three,FRAMEQA1767
34987,300,225,what is the color of the cat,black,FRAMEQA35507
31789,320,240,what is the man drinking from a bottle,tea,FRAMEQA9528
37839,500,360,what is the boy with long hair showing off,instrument,FRAMEQA48362
12187,299,299,what does someone mops a wooden floor then slip over on it,dog,FRAMEQA43948
21622,245,210,where does girl stand,carpet,FRAMEQA26200
75806,500,281,how many girls in a bed one is sleeping,two,FRAMEQA33848
36084,400,296,where is the man singing,bar,FRAMEQA19862
39494,377,263,what is the color of the outfit,black,FRAMEQA39431
1700,300,500,what is the color of the guy,black,FRAMEQA7834
18343,245,240,what is the woman smiling and holding,microphone,FRAMEQA5962
20052,287,262,how many young men are sitting on the couch,two,FRAMEQA27801
920,234,416,what is the color of the shirt,gray,FRAMEQA9679
100061,500,200,how many women are meeting each other outside,two,FRAMEQA19769
74084,500,281,where are two men fighting,kitchen,FRAMEQA3396
36091,100,75,what is the color of the shirt,blue,FRAMEQA14318
48123,500,302,what is the color of the hat,black,FRAMEQA18035
13613,350,350,what is the color of the shirt,red,FRAMEQA23290
27433,300,227,how many male wrestlers are making faces and turning their heads,two,FRAMEQA46867
70984,300,169,how many killer whales does this show passing one another,two,FRAMEQA19610
59818,288,162,where do two women fight each other,office,FRAMEQA42425
29405,400,300,what is the color of the hair,red,FRAMEQA39876
65871,360,202,what is falling slowly between two girls,money,FRAMEQA42699
43992,245,160,what is the color of the hair,black,FRAMEQA22016
101465,500,180,what is the color of the man,white,FRAMEQA16486
29862,320,240,what is the color of the hair,white,FRAMEQA51430
1099,260,462,what is the color of the hat,black,FRAMEQA52727
61976,480,270,how many men in cars are starring at each other,two,FRAMEQA37681
41531,275,184,what is coming to the landing running down the runway,jet,FRAMEQA50313
98303,500,208,what is the man pouring at a table,drink,FRAMEQA45548
13967,245,245,where is the brown rabbit rolling around,bowl,FRAMEQA10311
63115,371,209,what does man spin around on the floor,dog,FRAMEQA34930
73348,300,169,what is running across the porch,dog,FRAMEQA10869
96684,450,192,what is the color of the ball,yellow,FRAMEQA22370
66743,460,258,what are in the pretend head on collision,kittens,FRAMEQA45863
65830,360,202,where is the woman wearing a skirt twirls around,room,FRAMEQA22791
15398,245,245,what is the color of the hair,brown,FRAMEQA16535
51094,320,184,what is the couple taking with a dog alongside them,scroll,FRAMEQA41204
16186,245,245,what is the color of the suite,black,FRAMEQA35967
1630,230,391,what is the color of the walking,black,FRAMEQA34313
85141,450,239,what is the color of the shirt,black,FRAMEQA31166
43081,260,173,what carries something in his mouth as he walks across the hard floor,dog,FRAMEQA9219
10973,355,363,what is the color of the shirt,blue,FRAMEQA52480
26120,370,284,what is the color of the shirt,white,FRAMEQA29094
87588,245,125,how many people are outside and lying on some grass,two,FRAMEQA42625
37497,367,266,what is the color of the jacket,white,FRAMEQA8026
37375,398,290,what is the color of the dress,orange,FRAMEQA47872
92073,500,240,what is the color of the guys,black,FRAMEQA6354
87624,500,255,how many men play guitars while another plays the drums,two,FRAMEQA16306
9892,245,260,where is the man with ginger hair singing,car,FRAMEQA33127
19147,340,323,how many man are dancing parenting and dying together,two,FRAMEQA37233
18178,300,296,what is the color of the cockatoo,white,FRAMEQA35420
32201,400,300,how many young men on skateboards try to do tricks but fall down,two,FRAMEQA13850
49152,312,186,what is the color of the shirt,black,FRAMEQA31794
79535,500,278,how many men are staring into each other s eyes,two,FRAMEQA17261
15866,180,180,what reacts to something by burrowing itself in the couch,dog,FRAMEQA29860
25437,318,249,what are playing with each other,cats,FRAMEQA17270
80988,320,176,what is the color of the shirt,blue,FRAMEQA39802
26509,293,222,how many men in suits are fighting in front of a crowd,two,FRAMEQA33175
70503,250,141,what chase its tail above a cabinet and then by standing,cat,FRAMEQA35263
24008,400,325,what does the woman flip and a man is following her,bird,FRAMEQA41714
81133,320,176,what flies very low over the crowd and a road,airplane,FRAMEQA34903
17047,245,245,what is the color of the shirt,white,FRAMEQA40589
3152,245,350,how many musicians are dancing on stage together,two,FRAMEQA577
2907,246,358,how many young women are wearing matching blue dresses,two,FRAMEQA3415
71727,500,281,how many men are having the conversation outdoors,two,FRAMEQA10304
70133,500,280,what is the dark haired woman,bubbles,FRAMEQA8923
17898,245,245,what is reaching out to touch tap water,iguana,FRAMEQA36192
76957,318,178,what fails to turn correctly,car,FRAMEQA29272
94524,488,223,what is the color of the shirt,black,FRAMEQA27403
93151,500,235,what is the color of the woman,white,FRAMEQA2921
79265,356,199,what is the race car driver driving off the track,car,FRAMEQA45201
92439,500,240,how many men are standing together and posing differently,five,FRAMEQA41996
51966,165,94,what is the color of the shirt,red,FRAMEQA48429
28606,240,180,what is moving quickly along the track as a man on the motorbike sprays water at it,train,FRAMEQA15201
68201,400,225,what is the color of the cat,black,FRAMEQA28246
91030,331,163,what is crashing of the racetrack,car,FRAMEQA10915
29143,320,240,what is the man opening,door,FRAMEQA28489
33851,320,240,what is the color of the shirt,blue,FRAMEQA12204
42778,380,252,what comes into focus with red and blue over a city,bridge,FRAMEQA10939
10432,200,209,what does the smiling man pass over,microphone,FRAMEQA13156
51748,245,140,what is the bottom half of a woman walking along and holding,bag,FRAMEQA48051
61962,640,360,what is the man with a large back pack,instrument,FRAMEQA26114
98592,630,263,what is the color of the car,white,FRAMEQA7488
63347,420,236,what is frightened by the small cat toy,cat,FRAMEQA35104
94250,500,230,what is the man in a black jacket holding,guitars,FRAMEQA46519
27434,300,226,how many men are sitting together,two,FRAMEQA46812
53560,245,138,what is this jumping up to a blanket to take care of her kittens,cat,FRAMEQA33394
18133,350,347,what is jumping and playing in his pet bed,dog,FRAMEQA15020
49195,500,298,what is the man holding and looking around a room,guitar,FRAMEQA17950
69143,500,281,what is the color of the shirt,black,FRAMEQA816
18127,350,347,what is the color of the boy,black,FRAMEQA18463
79055,320,179,how many women are speaking as one moves forward,two,FRAMEQA13177
74189,300,169,what is playing with the boy on his back,dog,FRAMEQA15991
45808,270,171,what is jumping in the snow,fox,FRAMEQA40208
95380,500,222,how many men are laughing with each other,two,FRAMEQA12915
27537,365,274,what is the color of the shirt,gray,FRAMEQA12766
77953,448,251,what is the color of the cat,black,FRAMEQA47108
42251,360,240,how many cars are racing along the dusty road,two,FRAMEQA30338
20452,245,220,how many man is pulling another man s arm down as he points,one,FRAMEQA51384
11237,228,231,what does the black and white dog climb,fence,FRAMEQA48683
57508,384,216,what is the color of the shirt,white,FRAMEQA15380
73750,500,281,what is the color of the car,red,FRAMEQA25226
50749,347,200,how many men get into the blue colored car to drive and move,two,FRAMEQA37759
90810,500,247,what is the color of the hair,red,FRAMEQA35177
14098,300,300,what is bouncing around the baby girl on the floor,dog,FRAMEQA30302
70081,500,280,what is the color of the hair,brown,FRAMEQA48042
13732,250,250,what is the color of the shirts,white,FRAMEQA37846
33886,320,240,what is the color of the girl,black,FRAMEQA37622
93464,500,233,how many boys is pretend to jump in a pool and one falls in,five,FRAMEQA49622
6905,300,369,what runs away from the couple of small birds,dog,FRAMEQA35350
59573,480,270,how many men are having the conversation,two,FRAMEQA1307
70862,300,168,how many men are engaging in the conversation,two,FRAMEQA41967
70343,500,281,what is the color of the lipstick,red,FRAMEQA20226
93626,440,205,what is walking around the chair in the room,dog,FRAMEQA34771
65663,360,202,what is the color of the dog,white,FRAMEQA33362
24258,335,269,what does the man turn,round,FRAMEQA17323
41116,308,208,what is the woman doing on the beach,stretches,FRAMEQA52914
21400,338,294,what is the color of the pants,black,FRAMEQA12685
15686,200,200,what is the person rubbing with their hand and soap comes out,dispenser,FRAMEQA20990
80366,170,95,what is the girl in a black shirt smoking and blowing out a lot of smoke,weed,FRAMEQA34080
79956,400,223,what is the color of the cat,black,FRAMEQA42727
51038,250,144,what is the color of the top,black,FRAMEQA18296
40258,245,168,what is the man shooting while riding a horse,rifle,FRAMEQA11687
27880,500,376,what is the woman smoking and blowing out smoke,cigarette,FRAMEQA26908
75247,400,224,what is the man destroying with a hammer,phone,FRAMEQA1409
799,202,360,what chases the laser pointer and knocks stuff down,cat,FRAMEQA3755
52339,460,263,what jumps off the belt on the wall,glider,FRAMEQA44144
18131,350,347,what stands on the chair and then falls off as it leans forward,dog,FRAMEQA33838
74407,500,281,where are the boy and a girl bouncing,vehicle,FRAMEQA49294
56281,540,304,how many girl do while the others stand still is dancing away,one,FRAMEQA44704
93785,500,230,what does the soccer player kick into the goal,ball,FRAMEQA14383
32979,288,216,what flails its paws around over the bedspread,cat,FRAMEQA2002
79086,320,178,where is women doing some ballet dance,studio,FRAMEQA10716
51640,245,140,what is the color of the hair,black,FRAMEQA44605
59962,320,181,what is the color of the scarf,blue,FRAMEQA49563
8432,250,285,how many men are saying something and dancing around,two,FRAMEQA32352
33654,400,300,what is the man waving his hand wears,headphones,FRAMEQA782
34885,300,225,what is the color of the puppies,black,FRAMEQA6643
70161,300,169,what is the man with sunglasses twirling,sword,FRAMEQA4331
44359,311,203,what is the middle aged woman holding a black cat and waving,paw,FRAMEQA4484
52406,320,182,how many boys jump in behind them to make faces,two,FRAMEQA23402
3644,245,337,what is the color of the coat,red,FRAMEQA12060
94072,500,230,what is the young girl smiling and holding,sparkler,FRAMEQA40371
95099,500,225,what charges at the man who is holding a gun and bites his arm,dog,FRAMEQA36175
7229,500,600,what does the man in a mask raise to his face,microphone,FRAMEQA43751
72128,400,225,what is the woman with an animated expression pulling over her eyes,cap,FRAMEQA20197
86902,257,133,what is the man riding along a concrete ledge,skateboard,FRAMEQA4911
43,168,400,what is the woman wearing a black dress is balancing with her right foot,ball,FRAMEQA25265
59195,320,180,how many men are there all fighting over a desk,three,FRAMEQA37341
92241,500,240,how many men good dress are saluting and throwing kisses,five,FRAMEQA51131
48028,400,243,what does the man teach,dog,FRAMEQA38788
18859,245,235,what is the color of the ball,white,FRAMEQA27668
43404,375,247,what is the color of the man,white,FRAMEQA26101
20603,300,270,what is running on the wooden floor,porcupine,FRAMEQA31962
13532,245,245,what is the color of the woman,black,FRAMEQA43032
33544,360,270,how many men bob their heads as another man plays a guitar,two,FRAMEQA19547
4701,192,256,what is fighting with the red crustacean,kitten,FRAMEQA15054
90289,342,170,what are on the track racing each other,cars,FRAMEQA44057
79567,500,279,how many men are standing hugging each other and smiling,two,FRAMEQA12075
5279,245,321,what is the young man in a uniform touching,hat,FRAMEQA25203
305,149,270,what is the color of the blow,blue,FRAMEQA30930
41230,300,203,what is standing on two legs trying to get something off the tablem,cat,FRAMEQA13679
53999,400,227,what jumps over the dog while on a skateboard,cat,FRAMEQA23270
45485,475,300,what is the color of the ball,orange,FRAMEQA35833
17541,250,250,what is the color of the glasses,black,FRAMEQA9255
50601,500,291,what is the color of the lipstick,red,FRAMEQA45463
17107,200,200,what is the color of the shirt,red,FRAMEQA43686
41534,414,278,what is the young lady smoking,cigarette,FRAMEQA44005
101386,500,182,what run forward coming out from thick fog,horses,FRAMEQA45783
35507,245,182,what does the tattooed man climb off boxing,rope,FRAMEQA37163
867,180,320,where is the girl closing her eye,room,FRAMEQA6092
8753,245,275,how many man slaps the wrist of the man who has his arm around his shoulder,one,FRAMEQA46788
78892,321,179,what are there driving round a track and one turns over and crashes into a wall,cars,FRAMEQA13537
20818,299,267,what is the woman kissing,mouse,FRAMEQA9639
9751,448,478,what is the color of the chair,black,FRAMEQA27766
38582,250,179,what is the color of the hair,brown,FRAMEQA15676
88938,245,123,what is the color of the engine,black,FRAMEQA15601
15360,500,500,what gets illuminated before fading into darkness,earth,FRAMEQA49548
40709,320,218,what is the guy in a wheelchair bouncing,cliff,FRAMEQA37831
100597,500,200,what is the color of the eyes,blue,FRAMEQA29235
56682,320,180,what is the color of the shirt,red,FRAMEQA37849
17401,245,245,what is the woman wearing with a cat on it and drinking out of a large cup,shirt,FRAMEQA9821
100240,500,200,how many people in the street are on the beach,two,FRAMEQA48537
100313,500,200,how many women are standing beside each other laughing,two,FRAMEQA16160
58533,320,180,what is the color of the hair,red,FRAMEQA9084
73007,400,225,what is the man wearing drinks from a small bottle then falls backwards onto a table,suit,FRAMEQA5860
24092,300,243,how many young girls are singing holding microphones in their hands,two,FRAMEQA12085
8383,245,279,what is the man wearing black costume is playing on stage,guitar,FRAMEQA16456
17186,245,245,what is the man doing a wink and eating,sandwich,FRAMEQA12991
90888,496,244,where is the woman sitting and a man appears from behind another large chair clapping,chair,FRAMEQA29812
65596,360,202,what is the color of the car,red,FRAMEQA21405
97333,368,157,what is the color of the towel,white,FRAMEQA36815
80060,513,285,how many guys look at each other,two,FRAMEQA45467
58424,480,270,where are the group of people singing and dancing,room,FRAMEQA13702
49986,500,295,what is the man in black playing,guitar,FRAMEQA30953
37149,350,257,how many men are dancing in front of a set,two,FRAMEQA43285
6977,172,210,what does the man grab while dancing on stage and singing into a microphone,crotch,FRAMEQA9728
56737,320,180,what is being painted in the red color,car,FRAMEQA19521
48275,400,240,what is there a dressed up watching television,cat,FRAMEQA23607
35256,260,195,how many young men are sharing the bag of candy and talking,two,FRAMEQA24493
83660,450,242,what is the man putting on a woman,blindfold,FRAMEQA9469
101747,328,112,what are landing on the lake,ducks,FRAMEQA36200
72569,400,225,what is this a woman opening her eye and is focusing,iris,FRAMEQA48718
90208,490,244,what is the color of the shirt,red,FRAMEQA27207
92388,500,240,what is the color of the ears,gray,FRAMEQA8182
53620,245,138,what is licking his pickax,puppet,FRAMEQA19490
83516,500,270,what are two young women sharing,treat,FRAMEQA50881
71658,400,225,what falls of the little house,cat,FRAMEQA13636
80872,451,249,how many young men are hugging and embracing,two,FRAMEQA51452
67620,400,225,how many puppy dogs are looking at the floor and stand up,three,FRAMEQA6999
38444,245,175,what is lying in his bed and playing with a kitten,dog,FRAMEQA49319
51635,245,140,what is the color of the shirt,blue,FRAMEQA9005
90169,500,250,what is the color of the room,white,FRAMEQA28830
33108,360,270,what is pushed over by the trunk of an adult elephant,elephant,FRAMEQA28636
91015,350,172,what is the man wearing a green tshirt is playing,drums,FRAMEQA42776
66526,360,202,what is the shirtless man waving,flag,FRAMEQA28020
25330,369,288,what is the color of the juice,orange,FRAMEQA47585
76100,350,197,what is the color of the dog,brown,FRAMEQA32143
40771,245,166,what is the man talking and smoking,cigarette,FRAMEQA32927
4140,203,270,what is the girl blowing,rings,FRAMEQA21032
22687,290,240,what is the woman eating,cone,FRAMEQA15574
22437,292,245,how many guys touch hands in front of people clapping,two,FRAMEQA4302
76605,500,281,what is on the computer and shakes a pen,dog,FRAMEQA6574
84831,500,266,what is the color of the hair,red,FRAMEQA15974
43093,260,173,what is the color of the girl,white,FRAMEQA10944
84792,500,267,what is the color of the marks,black,FRAMEQA33666
100777,500,197,what is the color of the shirt,black,FRAMEQA47231
57756,480,270,what is the color of the snow,white,FRAMEQA39888
44810,270,175,what covers itself up with a blanket,dog,FRAMEQA16418
46215,500,312,how many workers are trying to restrain the patient in a restraint,two,FRAMEQA9900
77238,336,188,what is gliding around the corner on a race track,car,FRAMEQA47201
18145,500,495,what get trapped on the plastic,cat,FRAMEQA51437
66450,360,202,what is the color of the flip,black,FRAMEQA7250
42649,500,333,how many men dressed in uniform are grabbing a man by both arms,two,FRAMEQA11867
66617,329,184,what spins on the road during a car race,car,FRAMEQA32088
93857,500,230,what are the woman throwing,pillow,FRAMEQA10621
95328,500,223,how many women are pointing laughing and smiling,two,FRAMEQA21754
75869,400,225,what suddenly jumps for no reason,cat,FRAMEQA28734
91121,450,221,what is the color of the man,black,FRAMEQA45476
98167,450,188,where is the boy turning while swimming,pool,FRAMEQA44536
92955,500,236,how many person in front of the stage jumps while four people dance in the background,one,FRAMEQA9467
93989,500,230,how many girls are performing on the stage,two,FRAMEQA14664
30411,320,240,what is the color of the spider,black,FRAMEQA42222
24162,492,397,what is the color of the cat,white,FRAMEQA37658
57379,320,180,what is dancing to the music from the speaker,dog,FRAMEQA5436
8763,278,313,how many men with white shirt are waving and throwing a kiss,two,FRAMEQA18109
67129,365,205,where are the couple lying,bed,FRAMEQA41573
77780,240,135,what is the color of the man,black,FRAMEQA35027
12749,300,300,where do the woman and a man attempt to jump but the man lets go of the women,pool,FRAMEQA51843
67139,365,205,what is the color of the suit,white,FRAMEQA51147
34959,300,225,what then lowers the glass and smiles,juice,FRAMEQA36612
5839,250,316,what is the woman in a black jacket parting,curtains,FRAMEQA8257
24654,400,320,what is the color of the shirt,white,FRAMEQA31512
18757,160,155,how many guys spray the air with a hose connected to tanks,two,FRAMEQA36417
46542,400,249,where does security footage show a woman squat and defecate,aisle,FRAMEQA51662
85394,500,265,what is the color of the car,red,FRAMEQA15804
43501,500,329,where is the lady looking and touching her lipstick,mirror,FRAMEQA8413
47080,245,150,what is the baby taking a bubble bath and then a young man is playing,guitar,FRAMEQA44281
55693,363,205,what is the woman with sunglasses on her head using,phone,FRAMEQA14034
78771,303,169,how many woman are looking at each other through a barrier,two,FRAMEQA35118
72058,350,197,what is the color of the hair,black,FRAMEQA36779
79279,375,208,where is the man wearing a gray sweater is jumping,ski,FRAMEQA49940
25594,334,261,what is the man playing at concert on the floor,guitar,FRAMEQA7822
19779,245,227,what are two men in pink shirts holding and laughing,microphone,FRAMEQA15182
12757,260,260,what is the color of the shirt,gray,FRAMEQA11387
73084,500,281,how many lovers are in the car,two,FRAMEQA45906
71648,500,281,what is the lady playing and fixing,instrument,FRAMEQA12225
28783,320,240,what is the color of the shirt,black,FRAMEQA22031
76550,400,225,what does the man push and a group of people show up with a table set for two in a matter of seconds,button,FRAMEQA13525
6146,300,375,how many men in matching hands are blowing kisses,two,FRAMEQA45771
76294,300,168,how many men push the big wheel down a hill,two,FRAMEQA29155
64719,260,146,how many men in suits dance in a line,three,FRAMEQA10576
69552,400,224,where is the blonde woman smoking a cigarette,car,FRAMEQA31809
77421,304,171,how many boys are singing in different outfits,five,FRAMEQA23566
79342,500,279,how many buffaloes are there,three,FRAMEQA12630
3641,245,336,what is the color of the jacket,black,FRAMEQA12938
9912,245,260,what is the color of the team,red,FRAMEQA51721
64298,260,146,what is the color of the hair,black,FRAMEQA33236
83960,500,268,how many men are standing still with one having his arm around the other,two,FRAMEQA30905
68248,500,281,what is the man playing and he moves his head to the side,guitar,FRAMEQA41981
77080,268,150,how many different women in different locations are smiling very slightly,two,FRAMEQA49214
80745,500,276,what pulls itself across the carpet near a baby,dog,FRAMEQA40007
50599,500,290,what is the man coming out of the dark and playing,guitar,FRAMEQA38238
30910,320,240,what does the man play,drums,FRAMEQA26339
74656,500,281,what is the man wearing headphones and smoking,cigarette,FRAMEQA48963
81354,245,135,how many woman are dancing together in the house,two,FRAMEQA52158
13376,206,206,what is yawning in his owner s hands,puppy,FRAMEQA21273
39094,390,275,what is balancing on two legs on top of a chain,dog,FRAMEQA44778
30805,320,240,what is the color of the cones,red,FRAMEQA47658
728,202,360,what is drinking the beverage from a can,cat,FRAMEQA50214
72269,500,281,what is the man in a pink shirt waving while performing,microphone,FRAMEQA24216
21239,245,215,what is standing there wagging its tail,puppy,FRAMEQA31422
69103,500,281,how many kittens are playing when one falls down,two,FRAMEQA51085
14096,320,320,what is the color of the shirt,black,FRAMEQA34207
19901,250,231,what is the color of the shirt,white,FRAMEQA40439
44273,150,99,what is playing with her food con the recipes,cats,FRAMEQA43945
36114,300,222,what do people in the crowd hold,flag,FRAMEQA32238
22882,400,328,what is the parakeet kicking into the trash,statue,FRAMEQA50412
11655,160,160,what is the color of the top,red,FRAMEQA22061
49537,420,249,what is the color of the cap,black,FRAMEQA17873
39754,245,170,what is the color of the hair,red,FRAMEQA6263
41186,345,233,what does the robot spider spin then runs across the floor,round,FRAMEQA51732
72817,500,281,what does the woman hold on her head,rabbit,FRAMEQA45443
1892,214,350,what is pointing at the small dog in a toilet papered room,dog,FRAMEQA16
36470,245,180,what is the color of the hair,brown,FRAMEQA24727
46616,404,251,what is the woman looking in the mirror and wearing,necklace,FRAMEQA15945
24069,406,328,what is the man in a black vest playing,guitar,FRAMEQA14270
98304,500,209,what is the raccoon shooting while showing its teeth,gun,FRAMEQA9299
14664,245,245,what is the color of the shirt,white,FRAMEQA34139
23905,225,183,what does the blond woman in a red leather chair open,laptop,FRAMEQA11292
98199,350,146,what does the girl in the plaid shirt shoot,shotgun,FRAMEQA47189
84143,400,214,where is the woman looking and fixing her hair,mirror,FRAMEQA23282
65610,360,202,what does the motorcycle rider go up into the water,ramp,FRAMEQA24063
91437,500,245,how many men are having the serious talk with each other,two,FRAMEQA16975
24597,300,241,what is the color of the woman,white,FRAMEQA13123
22290,350,295,what is drinking soda without using a straws,lizard,FRAMEQA25356
93019,540,255,what is the color of the hat,black,FRAMEQA10460
23758,360,295,where is the woman in pink shorts working out,gym,FRAMEQA12346
29246,320,240,what is breaking open the fried egg that is on a bed of rice,fork,FRAMEQA8213
89198,320,160,how many man is dancing,one,FRAMEQA19030
101918,410,130,where does the woman swim a length,pool,FRAMEQA10279
5635,200,256,what is the color of the shirts,black,FRAMEQA18729
61298,320,180,how many peace signs is the man holding up while people sing behind him,two,FRAMEQA46293
21665,245,210,how many men are wearing suits and are dancing together,two,FRAMEQA29951
88458,500,250,what is one woman driving and another woman grabs,wheel,FRAMEQA16563
67638,500,281,what is the color of the fabric,blue,FRAMEQA11065
75760,250,141,what is the guy riding up the stair,skateboard,FRAMEQA16321
41989,360,240,what is the color of the car,black,FRAMEQA27659
90610,400,198,what is chewing something with the mouth,horse,FRAMEQA153
32406,320,240,what is the color of the girl,white,FRAMEQA41955
45969,300,188,what is the color of the outfit,red,FRAMEQA23560
13584,200,200,where is the kitten sitting and licking its paw,cup,FRAMEQA12900
42497,280,186,what rolls on the floor holding a spider while the dog runs past them,kitten,FRAMEQA21671
4714,180,240,what is the small monkey taking under a sink faucet,bath,FRAMEQA10669
82044,500,275,what are the man wearing turning away,jacket,FRAMEQA34890
72350,500,280,what is the color of the laughing,red,FRAMEQA29695
1132,260,463,what is the pretty young woman applying in front of a mirror,lipstick,FRAMEQA12305
54824,500,282,what is the color of the woman,black,FRAMEQA29400
56364,540,304,what is the color of the clothing,black,FRAMEQA27609
16135,245,245,how many women embrace in front of a tent,two,FRAMEQA35696
32174,320,240,what is the color of the girl,white,FRAMEQA29158
44609,500,325,what is the man wearing,bandanna,FRAMEQA32693
89383,500,250,what is the color of the man,white,FRAMEQA31200
46925,245,150,what is the color of the girl,white,FRAMEQA27415
18283,245,240,how many young lovers with black hairs are kissing each other,two,FRAMEQA46142
62360,320,180,what is crawling on the ground,kitten,FRAMEQA2785
72573,500,281,what is the color of the shorts,blue,FRAMEQA49613
1962,249,400,how many women are stood side by side and showing a v sign,two,FRAMEQA36741
302,231,420,how many boy is shown talking while another plays his instrument,one,FRAMEQA41269
36825,500,368,how many people are beside each other,two,FRAMEQA1267
101409,500,181,how many people is wearing coordinated white and black outfits perform a choreographed dance,six,FRAMEQA3470
32553,320,240,what are being filmed,cookies,FRAMEQA12416
22022,250,213,what is the color of the liquid,white,FRAMEQA22692
32466,320,240,what is the girl crawling up and a woman is standing by a fiframeqalace,wall,FRAMEQA47308
85750,500,263,what is the man smoking and poking his thumb into his forehead,cigarette,FRAMEQA2898
40559,500,343,what is the boy with a white shirt playing,guitar,FRAMEQA4545
90326,540,268,what is the man slowly eating,treat,FRAMEQA11542
11241,232,234,what is the color of the shirt,green,FRAMEQA15148
24937,270,214,what is approaching the seal in the water,dog,FRAMEQA30856
50889,369,213,what is the color of the cat,gray,FRAMEQA32828
6908,230,282,what is the color of the cup,red,FRAMEQA26048
5084,246,326,what is the man fixing,shirt,FRAMEQA37967
5161,372,490,what is the color of the woman,black,FRAMEQA25982
60455,320,180,what is the band singing and playing,instruments,FRAMEQA12662
38518,320,228,how many boys in various shirts talk to each other,four,FRAMEQA46840
88674,400,200,how many young men that look alike are walking towards each other,two,FRAMEQA34248
44200,395,258,what is the man riding down the street,motorcycle,FRAMEQA15990
70182,350,197,what runs after the little girl then she stands next to him,horse,FRAMEQA15769
45315,500,318,what is the color of the lights,red,FRAMEQA40661
38246,253,180,how many young girls perform gymnastics with two men,two,FRAMEQA6834
32584,320,240,what is erupting in the water by a boat,volcano,FRAMEQA18507
59967,480,270,where is the young woman talking,studio,FRAMEQA37804
64582,260,146,how many people are swallowed by the crowd,four,FRAMEQA8655
89797,400,200,what is riding on an amusement park ride,squirrel,FRAMEQA45416
69488,400,225,what is running from one room to another,kitchen,FRAMEQA40429
9862,245,260,what is the color of the shirt,gray,FRAMEQA16064
9059,245,270,how many man is making the chopping motion with his arm,one,FRAMEQA16543
11253,245,247,what is the man in a white tshirt holding celebrating,microphone,FRAMEQA646
16894,500,500,where is the man lying and holding an object in his right hand,bed,FRAMEQA35796
96004,385,168,what is the color of the hair,red,FRAMEQA8170
53082,212,120,what fails to jump over the fence,horse,FRAMEQA42373
9990,160,170,what is the woman wearing a flower wreath lifts up but does nt play it,guitar,FRAMEQA1
46222,250,156,what is the woman wearing a hat is talking on the phone and flapping open and closed,jacket,FRAMEQA38145
62048,320,180,what is the color of the pants,red,FRAMEQA33979
58858,800,450,how many cats are moving around on the covering,two,FRAMEQA39775
57499,320,180,what is the color of the glasses,red,FRAMEQA48733
77827,241,135,how many young girls in a classroom laughs,two,FRAMEQA19880
71554,500,281,where is the man sitting,chair,FRAMEQA45021
86157,250,130,how many woman lift their face coverings to reveal silly faces,two,FRAMEQA13377
66494,360,203,what is charging at the glass wall of his exhibit smashes the glass cracking it,gorilla,FRAMEQA29867
85928,517,270,what is the color of the shirt,brown,FRAMEQA10775
99092,400,165,what is the color of the walls,blue,FRAMEQA33911
7079,249,300,what is shaking head and hand,cat,FRAMEQA44044
38699,282,200,how many men are holding another man in a horizontal position,two,FRAMEQA17367
21979,424,361,where are the girl watching whales,tank,FRAMEQA33624
78382,331,185,what are racing and one skids to a stop on the grass,trucks,FRAMEQA14565
86238,500,261,what is the color of the moves,black,FRAMEQA23495
36491,245,180,what is the color of the jersey,orange,FRAMEQA41309
49483,294,174,what is licking a dogs ear while he sleeps,cat,FRAMEQA39286
43262,500,330,how many boys on a couch are looking at each other,two,FRAMEQA10920
55633,551,311,how many men are talking and laughing with each other,two,FRAMEQA49689
28165,499,374,what is the person wearing,cloak,FRAMEQA2491
55596,660,372,what is turning around over the field,airplane,FRAMEQA46588
68933,500,281,what is the color of the hair,white,FRAMEQA46263
81783,500,275,how many teenage boys are in with tshirts,two,FRAMEQA26327
61454,320,180,how many men push the red car off a pavement,two,FRAMEQA49146
11194,356,360,what is someone pulling from underneath people,chairs,FRAMEQA40933
27244,245,184,what is the woman holding while fixing her hair with the other hand,microphone,FRAMEQA6979
86012,360,189,how many men are there sitting at a bar drinking shots,two,FRAMEQA41712
71712,500,281,what is the color of the hair,gray,FRAMEQA52049
82374,400,218,what does the black cat hit with his leg,dog,FRAMEQA49200
101803,400,134,what does the soccer player kick into the upper corner of the goal,ball,FRAMEQA12652
